经度        纬度         深度       速度
  113.980   40.170    0.000    1.000
  113.980   40.160    0.000    1.000
  113.980   40.150    0.000    1.000
  113.980   40.140    0.000    1.000
  113.980   40.130    0.000    1.000
  113.980   40.120    0.000    1.000
  113.980   40.110    0.000    1.000
  113.980   40.100    0.000    1.000
  113.980   40.090    0.000    1.000
  113.980   40.080    0.000    1.000
  113.980   40.070    0.000    1.000
  113.980   40.060    0.000    1.000
  113.980   40.050    0.000    1.000
  113.980   40.040    0.000    1.000
  113.980   40.030    0.000    1.002
  113.980   40.020    0.000    1.004
  113.980   40.010    0.000    1.006
  113.980   40.000    0.000    1.005
  113.980   39.990    0.000    0.974
  113.980   39.980    0.000    0.777
  113.980   39.970    0.000    0.500
  113.980   39.960    0.000    0.631
  113.980   39.950    0.000    0.914
  113.980   39.940    0.000    0.964
  113.980   39.930    0.000    0.991
  113.980   39.920    0.000    1.001
  113.980   39.910    0.000    1.002
  113.980   39.900    0.000    1.001
  113.980   39.890    0.000    1.001
  113.980   39.880    0.000    1.000
  113.980   39.870    0.000    1.000
  114.000   40.200    0.000    1.000
  114.000   40.190    0.000    1.000
  114.000   40.180    0.000    1.000
  114.000   40.170    0.000    1.000
  114.000   40.160    0.000    1.000
  114.000   40.150    0.000    1.000
  114.000   40.140    0.000    1.000
  114.000   40.130    0.000    1.000
  114.000   40.120    0.000    1.000
  114.000   40.110    0.000    1.000
  114.000   40.100    0.000    1.000
  114.000   40.090    0.000    1.000
  114.000   40.080    0.000    1.000
  114.000   40.070    0.000    1.000
  114.000   40.060    0.000    1.000
  114.000   40.050    0.000    1.000
  114.000   40.040    0.000    1.000
  114.000   40.030    0.000    1.001
  114.000   40.020    0.000    1.001
  114.000   40.010    0.000    1.002
  114.000   40.000    0.000    1.001
  114.000   39.990    0.000    0.995
  114.000   39.980    0.000    0.972
  114.000   39.970    0.000    0.926
  114.000   39.960    0.000    0.932
  114.000   39.950    0.000    0.969
  114.000   39.940    0.000    0.989
  114.000   39.930    0.000    0.998
  114.000   39.920    0.000    1.000
  114.000   39.910    0.000    1.001
  114.000   39.900    0.000    1.001
  114.000   39.890    0.000    1.000
  114.000   39.880    0.000    1.000
  114.000   39.870    0.000    1.000
  114.020   40.200    0.000    1.000
  114.020   40.190    0.000    1.000
  114.020   40.180    0.000    1.000
  114.020   40.170    0.000    1.000
  114.020   40.160    0.000    1.000
  114.020   40.150    0.000    1.000
  114.020   40.140    0.000    1.000
  114.020   40.130    0.000    1.000
  114.020   40.120    0.000    1.000
  114.020   40.110    0.000    1.000
  114.020   40.100    0.000    1.000
  114.020   40.090    0.000    1.000
  114.020   40.080    0.000    1.000
  114.020   40.070    0.000    1.000
  114.020   40.060    0.000    1.000
  114.020   40.050    0.000    1.000
  114.020   40.040    0.000    1.000
  114.020   40.030    0.000    1.000
  114.020   40.020    0.000    1.000
  114.020   40.010    0.000    1.000
  114.020   40.000    0.000    1.000
  114.020   39.990    0.000    1.000
  114.020   39.980    0.000    1.000
  114.020   39.970    0.000    1.000
  114.020   39.960    0.000    1.000
  114.020   39.950    0.000    1.000
  114.020   39.940    0.000    1.000
  114.020   39.930    0.000    1.000
  114.020   39.920    0.000    1.000
  114.020   39.910    0.000    1.000
  114.020   39.900    0.000    1.000
  114.020   39.890    0.000    1.000
  114.020   39.880    0.000    1.000
  114.020   39.870    0.000    1.000
  113.500   40.200    0.500    1.281
  113.500   40.190    0.500    1.280
  113.500   40.180    0.500    1.280
  113.500   40.170    0.500    1.281
  113.500   40.160    0.500    1.281
  113.500   40.150    0.500    1.282
  113.500   40.140    0.500    1.283
  113.500   40.130    0.500    1.284
  113.500   40.120    0.500    1.284
  113.500   40.110    0.500    1.282
  113.500   40.100    0.500    1.281
  113.500   40.090    0.500    1.284
  113.500   40.080    0.500    1.287
  113.500   40.070    0.500    1.288
  113.500   40.060    0.500    1.286
  113.500   40.050    0.500    1.283
  113.500   40.040    0.500    1.281
  113.500   40.030    0.500    1.280
  113.500   40.020    0.500    1.281
  113.500   40.010    0.500    1.281
  113.500   40.000    0.500    1.282
  113.500   39.990    0.500    1.281
  113.500   39.980    0.500    1.281
  113.500   39.970    0.500    1.281
  113.500   39.960    0.500    1.281
  113.500   39.950    0.500    1.281
  113.500   39.940    0.500    1.281
  113.500   39.930    0.500    1.281
  113.500   39.920    0.500    1.281
  113.500   39.910    0.500    1.281
  113.500   39.900    0.500    1.281
  113.500   39.890    0.500    1.281
  113.500   39.880    0.500    1.281
  113.500   39.870    0.500    1.281
  113.520   40.200    0.500    1.280
  113.520   40.190    0.500    1.280
  113.520   40.180    0.500    1.281
  113.520   40.170    0.500    1.285
  113.520   40.160    0.500    1.292
  113.520   40.150    0.500    1.301
  113.520   40.140    0.500    1.312
  113.520   40.130    0.500    1.319
  113.520   40.120    0.500    1.315
  113.520   40.110    0.500    1.300
  113.520   40.100    0.500    1.287
  113.520   40.090    0.500    1.295
  113.520   40.080    0.500    1.303
  113.520   40.070    0.500    1.302
  113.520   40.060    0.500    1.290
  113.520   40.050    0.500    1.274
  113.520   40.040    0.500    1.262
  113.520   40.030    0.500    1.261
  113.520   40.020    0.500    1.268
  113.520   40.010    0.500    1.275
  113.520   40.000    0.500    1.280
  113.520   39.990    0.500    1.282
  113.520   39.980    0.500    1.281
  113.520   39.970    0.500    1.280
  113.520   39.960    0.500    1.279
  113.520   39.950    0.500    1.279
  113.520   39.940    0.500    1.280
  113.520   39.930    0.500    1.281
  113.520   39.920    0.500    1.282
  113.520   39.910    0.500    1.282
  113.520   39.900    0.500    1.282
  113.520   39.890    0.500    1.281
  113.520   39.880    0.500    1.281
  113.520   39.870    0.500    1.281
  113.540   40.200    0.500    1.280
  113.540   40.190    0.500    1.280
  113.540   40.180    0.500    1.284
  113.540   40.170    0.500    1.292
  113.540   40.160    0.500    1.308
  113.540   40.150    0.500    1.330
  113.540   40.140    0.500    1.358
  113.540   40.130    0.500    1.380
  113.540   40.120    0.500    1.378
  113.540   40.110    0.500    1.333
  113.540   40.100    0.500    1.298
  113.540   40.090    0.500    1.333
  113.540   40.080    0.500    1.360
  113.540   40.070    0.500    1.360
  113.540   40.060    0.500    1.331
  113.540   40.050    0.500    1.287
  113.540   40.040    0.500    1.249
  113.540   40.030    0.500    1.245
  113.540   40.020    0.500    1.259
  113.540   40.010    0.500    1.273
  113.540   40.000    0.500    1.282
  113.540   39.990    0.500    1.284
  113.540   39.980    0.500    1.283
  113.540   39.970    0.500    1.280
  113.540   39.960    0.500    1.277
  113.540   39.950    0.500    1.277
  113.540   39.940    0.500    1.278
  113.540   39.930    0.500    1.280
  113.540   39.920    0.500    1.282
  113.540   39.910    0.500    1.282
  113.540   39.900    0.500    1.282
  113.540   39.890    0.500    1.282
  113.540   39.880    0.500    1.281
  113.540   39.870    0.500    1.281
  113.560   40.200    0.500    1.280
  113.560   40.190    0.500    1.282
  113.560   40.180    0.500    1.288
  113.560   40.170    0.500    1.304
  113.560   40.160    0.500    1.332
  113.560   40.150    0.500    1.377
  113.560   40.140    0.500    1.441
  113.560   40.130    0.500    1.508
  113.560   40.120    0.500    1.527
  113.560   40.110    0.500    1.406
  113.560   40.100    0.500    1.301
  113.560   40.090    0.500    1.443
  113.560   40.080    0.500    1.509
  113.560   40.070    0.500    1.513
  113.560   40.060    0.500    1.451
  113.560   40.050    0.500    1.349
  113.560   40.040    0.500    1.243
  113.560   40.030    0.500    1.234
  113.560   40.020    0.500    1.262
  113.560   40.010    0.500    1.284
  113.560   40.000    0.500    1.294
  113.560   39.990    0.500    1.294
  113.560   39.980    0.500    1.289
  113.560   39.970    0.500    1.282
  113.560   39.960    0.500    1.277
  113.560   39.950    0.500    1.275
  113.560   39.940    0.500    1.275
  113.560   39.930    0.500    1.278
  113.560   39.920    0.500    1.280
  113.560   39.910    0.500    1.282
  113.560   39.900    0.500    1.282
  113.560   39.890    0.500    1.282
  113.560   39.880    0.500    1.282
  113.560   39.870    0.500    1.281
  113.580   40.200    0.500    1.280
  113.580   40.190    0.500    1.284
  113.580   40.180    0.500    1.295
  113.580   40.170    0.500    1.318
  113.580   40.160    0.500    1.364
  113.580   40.150    0.500    1.445
  113.580   40.140    0.500    1.582
  113.580   40.130    0.500    1.760
  113.580   40.120    0.500    1.852
  113.580   40.110    0.500    1.556
  113.580   40.100    0.500    1.168
  113.580   40.090    0.500    1.437
  113.580   40.080    0.500    1.476
  113.580   40.070    0.500    1.429
  113.580   40.060    0.500    1.454
  113.580   40.050    0.500    1.259
  113.580   40.040    0.500    1.104
  113.580   40.030    0.500    1.229
  113.580   40.020    0.500    1.306
  113.580   40.010    0.500    1.328
  113.580   40.000    0.500    1.327
  113.580   39.990    0.500    1.317
  113.580   39.980    0.500    1.303
  113.580   39.970    0.500    1.291
  113.580   39.960    0.500    1.281
  113.580   39.950    0.500    1.275
  113.580   39.940    0.500    1.273
  113.580   39.930    0.500    1.275
  113.580   39.920    0.500    1.278
  113.580   39.910    0.500    1.280
  113.580   39.900    0.500    1.282
  113.580   39.890    0.500    1.282
  113.580   39.880    0.500    1.282
  113.580   39.870    0.500    1.281
  113.600   40.200    0.500    1.280
  113.600   40.190    0.500    1.286
  113.600   40.180    0.500    1.301
  113.600   40.170    0.500    1.334
  113.600   40.160    0.500    1.398
  113.600   40.150    0.500    1.523
  113.600   40.140    0.500    1.758
  113.600   40.130    0.500    2.087
  113.600   40.120    0.500    2.261
  113.600   40.110    0.500    2.004
  113.600   40.100    0.500    1.416
  113.600   40.090    0.500    1.183
  113.600   40.080    0.500    0.918
  113.600   40.070    0.500    0.817
  113.600   40.060    0.500    1.220
  113.600   40.050    0.500    0.835
  113.600   40.040    0.500    0.616
  113.600   40.030    0.500    1.202
  113.600   40.020    0.500    1.448
  113.600   40.010    0.500    1.437
  113.600   40.000    0.500    1.394
  113.600   39.990    0.500    1.358
  113.600   39.980    0.500    1.330
  113.600   39.970    0.500    1.307
  113.600   39.960    0.500    1.290
  113.600   39.950    0.500    1.279
  113.600   39.940    0.500    1.274
  113.600   39.930    0.500    1.273
  113.600   39.920    0.500    1.275
  113.600   39.910    0.500    1.278
  113.600   39.900    0.500    1.281
  113.600   39.890    0.500    1.282
  113.600   39.880    0.500    1.282
  113.600   39.870    0.500    1.281
  113.620   40.200    0.500    1.280
  113.620   40.190    0.500    1.288
  113.620   40.180    0.500    1.305
  113.620   40.170    0.500    1.343
  113.620   40.160    0.500    1.420
  113.620   40.150    0.500    1.574
  113.620   40.140    0.500    1.870
  113.620   40.130    0.500    2.276
  113.620   40.120    0.500    2.479
  113.620   40.110    0.500    2.344
  113.620   40.100    0.500    1.886
  113.620   40.090    0.500    1.212
  113.620   40.080    0.500    1.119
  113.620   40.070    0.500    1.218
  113.620   40.060    0.500    1.085
  113.620   40.050    0.500    1.495
  113.620   40.040    0.500    1.495
  113.620   40.030    0.500    1.591
  113.620   40.020    0.500    1.745
  113.620   40.010    0.500    1.643
  113.620   40.000    0.500    1.498
  113.620   39.990    0.500    1.414
  113.620   39.980    0.500    1.367
  113.620   39.970    0.500    1.334
  113.620   39.960    0.500    1.308
  113.620   39.950    0.500    1.290
  113.620   39.940    0.500    1.278
  113.620   39.930    0.500    1.273
  113.620   39.920    0.500    1.273
  113.620   39.910    0.500    1.275
  113.620   39.900    0.500    1.278
  113.620   39.890    0.500    1.281
  113.620   39.880    0.500    1.282
  113.620   39.870    0.500    1.281
  113.640   40.200    0.500    1.280
  113.640   40.190    0.500    1.288
  113.640   40.180    0.500    1.304
  113.640   40.170    0.500    1.341
  113.640   40.160    0.500    1.418
  113.640   40.150    0.500    1.576
  113.640   40.140    0.500    1.904
  113.640   40.130    0.500    2.321
  113.640   40.120    0.500    2.368
  113.640   40.110    0.500    2.160
  113.640   40.100    0.500    1.855
  113.640   40.090    0.500    1.518
  113.640   40.080    0.500    1.766
  113.640   40.070    0.500    1.739
  113.640   40.060    0.500    0.928
  113.640   40.050    0.500    1.485
  113.640   40.040    0.500    1.938
  113.640   40.030    0.500    1.751
  113.640   40.020    0.500    1.961
  113.640   40.010    0.500    1.868
  113.640   40.000    0.500    1.591
  113.640   39.990    0.500    1.463
  113.640   39.980    0.500    1.408
  113.640   39.970    0.500    1.369
  113.640   39.960    0.500    1.335
  113.640   39.950    0.500    1.308
  113.640   39.940    0.500    1.289
  113.640   39.930    0.500    1.277
  113.640   39.920    0.500    1.273
  113.640   39.910    0.500    1.274
  113.640   39.900    0.500    1.276
  113.640   39.890    0.500    1.279
  113.640   39.880    0.500    1.281
  113.640   39.870    0.500    1.281
  113.660   40.200    0.500    1.280
  113.660   40.190    0.500    1.285
  113.660   40.180    0.500    1.298
  113.660   40.170    0.500    1.325
  113.660   40.160    0.500    1.381
  113.660   40.150    0.500    1.491
  113.660   40.140    0.500    1.714
  113.660   40.130    0.500    1.952
  113.660   40.120    0.500    1.789
  113.660   40.110    0.500    1.524
  113.660   40.100    0.500    1.745
  113.660   40.090    0.500    1.962
  113.660   40.080    0.500    1.988
  113.660   40.070    0.500    1.712
  113.660   40.060    0.500    1.501
  113.660   40.050    0.500    1.588
  113.660   40.040    0.500    1.777
  113.660   40.030    0.500    1.926
  113.660   40.020    0.500    2.032
  113.660   40.010    0.500    1.834
  113.660   40.000    0.500    1.500
  113.660   39.990    0.500    1.452
  113.660   39.980    0.500    1.446
  113.660   39.970    0.500    1.414
  113.660   39.960    0.500    1.374
